pl_hostname,pl_orbeccen,st_mass,pl_bmassj,pl_orbsmax,st_spstr,st_dist,pl_pnum,pl_radj,pl_orbper
Kepler-251,0.0,0.0,0.0,0.182,0,948.98,4,0.247,30.133001
Kepler-251,0.0,0.0,0.0,0.404,0,948.98,4,0.247,99.640161
Kepler-252,0.0,0.0,0.0,0.058,M0 V,383.59,2,0.11,6.668391
Kepler-252,0.0,0.0,0.0,0.08,M0 V,383.59,2,0.192,10.848463
Kepler-253,0.0,0.0,0.0,0.046,0,858.93,3,0.145,3.783986
Kepler-253,0.0,0.0,0.0,0.089,0,858.93,3,0.236,10.281951
Kepler-253,0.0,0.0,0.0,0.13,0,858.93,3,0.283,18.119869
Kepler-254,0.0,0.0,0.0,0.064,0,1446.45,3,0.345,5.826662
Kepler-254,0.0,0.0,0.0,0.105,0,1446.45,3,0.192,12.412183
Kepler-254,0.0,0.0,0.0,0.139,0,1446.45,3,0.223,18.746477
Kepler-255,0.0,0.0,0.0,0.063,0,1084.5,3,0.138,5.714606
Kepler-255,0.0,0.0,0.0,0.092,0,1084.5,3,0.267,9.946047
Kepler-256,0.0,0.0,0.0,0.027,0,1057.36,4,0.142,1.620493
Kepler-256,0.0,0.0,0.0,0.045,0,1057.36,4,0.192,3.38802
Kepler-361,0.0,0.0,0.0,0.086,0,955.76,2,0.129,8.486616
Kepler-361,0.0,0.0,0.0,0.3,0,955.76,2,0.225,55.188023
Kepler-362,0.0,0.0,0.0,0.087,0,1123.91,2,0.079,10.327186
Kepler-362,0.0,0.0,0.0,0.207,0,1123.91,2,0.129,37.866281
Kepler-363,0.0,0.0,0.0,0.048,0,779.76,3,0.103,3.614568
Kepler-363,0.0,0.0,0.0,0.079,0,779.76,3,0.151,7.542427
Kepler-363,0.0,0.0,0.0,0.107,0,779.76,3,0.183,11.932125
Kepler-364,0.0,0.0,0.0,0.178,0,915.02,2,0.138,25.745718
Kepler-364,0.0,0.0,0.0,0.312,0,915.02,2,0.192,59.980627
Kepler-365,0.0,0.0,0.0,0.098,0,950.0,2,0.182,10.664903
Kepler-365,0.0,0.0,0.0,0.137,0,950.0,2,0.146,17.784129
Kepler-366,0.0,0.0,0.0,0.045,0,1959.31,2,0.13,3.281959
Kepler-366,0.0,0.0,0.0,0.11,0,1959.31,2,0.16,12.51616
Kepler-367,0.0,0.0,0.0,0.201,0,189.05,2,0.116,37.815724
Kepler-367,0.0,0.0,0.0,0.253,0,189.05,2,0.107,53.578637
Kepler-368,0.0,0.0,0.0,0.186,0,788.3,2,0.291,26.84768
Kepler-368,0.0,0.0,0.0,0.36,0,788.3,2,0.346,72.379334
WASP-59,0.1,0.72,0.863,0.0697,K5 V,125.0,1,0.775,7.919585
WASP-60,0.0,1.19,0.55,0.0,G1 V,436.37,1,0.88,4.305
WASP-61,0.0,1.82,2.68,0.0,0,495.63,1,1.41,3.8559
WASP-62,0.0,1.11,0.52,0.0,0,176.53,1,1.32,4.41195
WASP-63,0.0,1.28,0.37,0.0,0,293.13,1,1.41,4.37808
WASP-64,0.0,1.0,1.271,0.02648,G7,350.0,1,1.271,1.5732918
WASP-65,0.0,0.93,1.55,0.0334,G6,310.0,1,1.112,2.3114243
WASP-66,0.0,1.33,2.35,0.0,0,507.18,1,1.4,4.08605
WASP-67,0.0,0.91,0.43,0.0,0,190.49,1,1.15,4.61442
WASP-68,0.0,1.49,1.08,0.0,G0,227.87,1,1.32,5.0843
WASP-69,0.0,0.98,0.29,0.0,K5,50.03,1,1.11,3.86814
WASP-70 A,0.0,1.11,0.59,0.04853,G4,245.0,1,1.164,3.7130203
WASP-71,0.0,0.76,1.39,0.0,F8,366.45,1,1.18,2.90367
WASP-72,0.0,2.78,2.3,0.0,F7,440.17,1,1.29,2.21673
WASP-73,0.0,2.52,2.86,0.0,F9,319.57,1,1.42,4.08722
WASP-75,0.0,1.14,1.07,0.0375,F9,260.0,1,1.27,2.484193
WASP-77 A,0.0,1.49,2.29,0.0,G8 V,105.47,1,1.38,1.36003
WASP-78,0.0,1.87,1.11,0.0,0,771.13,1,1.93,2.17518
Kepler-1645,0.0,1.02,0.0,0.0,0,844.0,1,0.159,16.1779561
Kepler-1646,0.0,0.24,0.0,0.0,0,81.0,1,0.11,4.48558383
Kepler-539,0.5,1.05,2.4,2.42,G2 V,310.01,2,0.0,1000.0
HD 191806,0.259,1.14,8.52,2.8,K0,65.79,1,0.0,1606.3
HD 214823,0.1641,1.31,20.3,3.23,G0,101.66,1,0.0,1854.4
HD 221585,0.123,1.19,1.61,2.306,G8 IV,55.94,1,0.0,1173.0
Kepler-1647,0.0581,1.22,1.51968,2.7205,0,1256.0,1,1.059,1107.5923
MOA-2013-BLG-605L,0.0,0.03,0.01007,0.94,0,0.0,1,0.0,0.0
HD 219828,0.8102,1.18,14.6,5.79,G0 IV,73.27,2,0.0,4682.0
K2-39,0.0,0.66,0.09,0.0,0,310.14,1,0.56,4.60543
WASP-120,0.057,1.39,4.85,0.0514,F5,437.0,1,1.473,3.6112706
WASP-123,0.0,1.17,0.899,0.04263,G5,214.0,1,1.318,2.9776412
HATS-25,0.176,0.99,0.613,0.05163,G,466.0,1,1.26,4.2986432
HATS-26,0.245,1.3,0.65,0.04735,F,907.0,1,1.75,3.3023881
HATS-27,0.581,1.42,0.53,0.0611,F,840.0,1,1.5,4.637038
HATS-28,0.202,0.93,0.672,0.04131,G,521.0,1,1.194,3.1810781
HATS-29,0.158,1.03,0.653,0.05475,G,351.0,1,1.251,4.6058749
HATS-30,0.096,1.09,0.706,0.04354,G,339.0,1,1.175,3.1743516
Kepler-256,0.0,0.0,0.0,0.064,0,1057.36,4,0.221,5.839172
Kepler-256,0.0,0.0,0.0,0.096,0,1057.36,4,0.21,10.681572
Kepler-257,0.0,0.0,0.0,0.034,0,797.75,3,0.233,2.382667
Kepler-257,0.0,0.0,0.0,0.066,0,797.75,3,0.483,6.581484
Kepler-257,0.0,0.0,0.0,0.16,0,797.75,3,0.442,24.664551
Kepler-258,0.0,0.0,0.0,0.103,0,585.6,2,0.362,13.19722
Kepler-258,0.0,0.0,0.0,0.193,0,585.6,2,0.322,33.653079
Kepler-259,0.0,0.0,0.0,0.079,0,1031.58,2,0.25,8.115317
Kepler-259,0.0,0.0,0.0,0.217,0,1031.58,2,0.241,36.924931
Kepler-260,0.0,0.0,0.0,0.075,0,638.85,2,0.179,8.187399
Kepler-260,0.0,0.0,0.0,0.332,0,638.85,2,0.155,76.050178
Kepler-261,0.0,0.0,0.0,0.088,0,320.43,2,0.194,10.381227
Kepler-261,0.0,0.0,0.0,0.156,0,320.43,2,0.178,24.570858
Kepler-262,0.0,0.0,0.0,0.108,0,624.08,2,0.121,13.060855
Kepler-262,0.0,0.0,0.0,0.152,0,624.08,2,0.146,21.853722
Kepler-263,0.0,0.0,0.0,0.12,0,771.09,2,0.238,16.568087
Kepler-263,0.0,0.0,0.0,0.242,0,771.09,2,0.22,47.332773
Kepler-369,0.0,0.0,0.0,0.03,0,260.32,2,0.101,2.732756
Kepler-369,0.0,0.0,0.0,0.094,0,260.32,2,0.126,14.871572
Kepler-370,0.0,0.0,0.0,0.054,0,1207.64,2,0.142,4.57953
Kepler-370,0.0,0.0,0.0,0.14,0,1207.64,2,0.17,19.02293
Kepler-371,0.0,0.0,0.0,0.2,0,832.54,2,0.169,34.763278
Kepler-371,0.0,0.0,0.0,0.313,0,832.54,2,0.159,67.968015
Kepler-372,0.0,0.0,0.0,0.075,0,1561.17,3,0.121,6.849692
Kepler-372,0.0,0.0,0.0,0.154,0,1561.17,3,0.186,20.053763
Kepler-372,0.0,0.0,0.0,0.201,0,1561.17,3,0.151,30.092568
Kepler-373,0.0,0.0,0.0,0.06,0,1125.74,2,0.121,5.535309
Kepler-373,0.0,0.0,0.0,0.126,0,1125.74,2,0.111,16.725948
Kepler-374,0.0,0.0,0.0,0.029,0,1312.67,3,0.092,1.897806
Kepler-374,0.0,0.0,0.0,0.042,0,1312.67,3,0.098,3.282807
Kepler-374,0.0,0.0,0.0,0.056,0,1312.67,3,0.117,5.028219
Kepler-375,0.0,0.0,0.0,0.101,0,1283.8,2,0.129,12.125934
Kepler-375,0.0,0.0,0.0,0.141,0,1283.8,2,0.236,19.986326
Kepler-376,0.0,0.0,0.0,0.057,0,948.06,2,0.095,4.920199
Kepler-376,0.0,0.0,0.0,0.115,0,948.06,2,0.16,14.172327
WASP-79,0.0,1.43,0.85,0.0,0,248.45,1,1.67,3.66238
WASP-80,0.002,0.58,0.538,0.0344,K7 V,49.86,1,0.999,3.06785234
WASP-82,0.0,1.48,1.17,0.0,F5,277.84,1,1.62,2.70579
WASP-84,0.0,0.84,0.694,0.0771,K0,125.0,1,0.942,8.5234865
WASP-88,0.0,0.94,0.42,0.0,F6,531.61,1,1.46,4.954
WASP-94 A,0.0,1.67,0.5,0.0,F8,212.46,1,1.58,3.95019
WASP-94 B,0.0,1.24,0.618,0.0335,F9,180.0,1,0.0,2.00839
WASP-95,0.0,1.46,1.44,0.0,G2,138.09,1,1.23,2.18467
WASP-96,0.0,1.06,0.48,0.0453,G8,356.02,1,1.2,3.4252602
WASP-97,0.0,1.18,1.36,0.0,G5,151.73,1,1.14,2.07276
WASP-98,0.0,0.81,0.922,0.03762,G7,284.05,1,1.144,2.96264036
WASP-99,0.0,1.21,2.43,0.0,F8,159.39,1,1.02,5.75251
WASP-100,0.0,0.77,1.26,0.0,F2,368.28,1,1.33,2.84938
WASP-101,0.0,1.41,0.51,0.0,F6,202.39,1,1.43,3.58572
WASP-103,0.0,1.22,1.49,0.01985,F8 V,470.0,1,1.528,0.925542
WASP-104,0.0,1.08,1.272,0.02918,G8,143.0,1,1.137,1.7554137
WASP-106,0.0,0.93,1.62,0.0,F9,355.69,1,1.02,9.28971
WASP-117,0.3,1.29,0.3,0.0,F9,158.69,1,1.06,10.02165
WASP-121,0.0,1.35,1.183,0.02544,F6 V,270.0,1,1.865,1.2749255
MOA-2010-BLG-353L,0.0,0.18,0.27,1.72,0,6430.0,1,0.0,0.0
K2-33,0.0,0.56,3.7,0.0,M3.3,139.8,1,0.45,5.424865
V830 Tau,0.0,1.0,0.7,0.057,0,150.0,1,0.0,4.927
HATS-15,0.126,0.87,2.17,0.02712,G9 V,689.0,1,1.105,1.74748753
HATS-16,0.0,0.97,3.27,0.03744,G3 V,774.0,1,1.3,2.686502
WASP-157,0.0,1.06,0.0,0.0499,G2 V,337.71,1,0.998,3.951623
K2-35,0.13,0.7,0.0,0.031,K4 V,254.43,2,0.118,2.399964
K2-35,0.12,0.7,0.0,0.055,K4 V,254.43,2,0.172,5.608352
K2-36,0.0,0.79,0.01227,0.0223,K2 V,110.09,2,0.128,1.422614
K2-36,0.0,0.79,0.02454,0.054,K2 V,110.09,2,0.285,5.340888
K2-37,0.0,0.9,0.0,0.0511,G3 V,180.86,3,0.144,4.44117
K2-37,0.0,0.9,0.0,0.0654,G3 V,180.86,3,0.245,6.42904
K2-37,0.0,0.9,0.0,0.1103,G3 V,180.86,3,0.244,14.09189
K2-38,0.0,2.24,0.06,0.0,G2 V,193.71,2,0.17,4.01593
K2-38,0.0,2.24,0.03115,0.0964,G2 V,193.71,2,0.216,10.56103
K2-8,0.0,0.78,0.0,0.0532,K3 V,407.93,2,0.215,5.06416
HIP 41378,0.0,1.17,0.0,0.0,F6,106.61,5,0.0,15.572098
HIP 41378,0.0,1.17,0.0,0.0,F6,106.61,5,0.0,31.70648
Kepler-264,0.0,0.0,0.0,0.249,0,968.15,2,0.297,40.806231
Kepler-264,0.0,0.0,0.0,0.566,0,968.15,2,0.252,140.101261
Kepler-265,0.0,0.0,0.0,0.069,0,1328.21,4,0.166,6.846262
Kepler-265,0.0,0.0,0.0,0.127,0,1328.21,4,0.235,17.028937
Kepler-265,0.0,0.0,0.0,0.236,0,1328.21,4,0.222,43.130617
Kepler-265,0.0,0.0,0.0,0.319,0,1328.21,4,0.231,67.831024
Kepler-266,0.0,0.0,0.0,0.071,0,1425.27,2,0.221,6.61833
Kepler-266,0.0,0.0,0.0,0.457,0,1425.27,2,0.347,107.723601
Kepler-267,0.0,0.0,0.0,0.037,M1 V,267.0,3,0.177,3.353728
Kepler-267,0.0,0.0,0.0,0.06,M1 V,267.0,3,0.19,6.87745
Kepler-267,0.0,0.0,0.0,0.154,M1 V,267.0,3,0.203,28.464515
Kepler-268,0.0,0.0,0.0,0.18,0,873.21,2,0.227,25.934138
Kepler-268,0.0,0.0,0.0,0.391,0,873.21,2,0.302,83.446393
Kepler-269,0.0,0.0,0.0,0.061,0,2418.83,2,0.22,5.326718
Kepler-269,0.0,0.0,0.0,0.081,0,2418.83,2,0.151,8.127899
Kepler-270,0.0,0.0,0.0,0.107,0,975.46,2,0.179,11.476094
Kepler-270,0.0,0.0,0.0,0.18,0,975.46,2,0.158,25.262887
Kepler-271,0.0,0.9,0.0,0.0,0,418.0,3,0.11,10.43547805
Kepler-377,0.0,0.0,0.0,0.109,0,843.65,2,0.124,12.509529
Kepler-377,0.0,0.0,0.0,0.182,0,843.65,2,0.184,27.014976
Kepler-378,0.0,0.0,0.0,0.112,0,152.77,2,0.067,16.092361
Kepler-378,0.0,0.0,0.0,0.166,0,152.77,2,0.062,28.906009
Kepler-379,0.0,0.0,0.0,0.152,0,747.0,2,0.148,20.09838
Kepler-379,0.0,0.0,0.0,0.326,0,747.0,2,0.204,62.784697
Kepler-380,0.0,0.0,0.0,0.05,0,833.12,2,0.106,3.930821
Kepler-380,0.0,0.0,0.0,0.078,0,833.12,2,0.113,7.630004
Kepler-381,0.0,0.0,0.0,0.066,0,269.39,2,0.088,5.629021
Kepler-381,0.0,0.0,0.0,0.117,0,269.39,2,0.1,13.391635
Kepler-382,0.0,0.0,0.0,0.055,0,960.89,2,0.118,5.262155
Kepler-382,0.0,0.0,0.0,0.097,0,960.89,2,0.142,12.162701
Kepler-383,0.0,0.0,0.0,0.095,0,470.0,2,0.118,12.904532
Kepler-383,0.0,0.0,0.0,0.172,0,470.0,2,0.111,31.200751
Kepler-384,0.0,0.0,0.0,0.148,0,919.44,2,0.1,22.597053
Kepler-384,0.0,0.0,0.0,0.236,0,919.44,2,0.101,45.348269
Kepler-385,0.0,0.0,0.0,0.097,0,1493.94,3,0.244,10.043686
Kepler-385,0.0,0.0,0.0,0.127,0,1493.94,3,0.271,15.163161
WD 0806-661,0.0,0.62,7.5,2500.0,0,19.2,1,0.0,0.0
WTS-1,0.1,1.2,4.01,0.047,F6 V,3200.0,1,1.49,3.352057
WTS-2,0.0,0.82,1.12,0.01855,K2 V,1000.0,1,1.363,1.0187068
WISEP J121756.91+162640.2 A,0.0,0.03,22.0,8.0,T8.5,10.1,1,0.934,0.0
XO-1,0.0,0.88,0.83,0.0,G1 V,164.33,1,1.14,3.94153
XO-2 N,0.0,0.97,0.566,0.0368,K0 V,154.94,1,0.993,2.61586178
XO-2 S,0.18,0.98,0.26,0.13,0,152.06,2,0.0,18.157
XO-2 S,0.1528,0.98,1.37,0.4756,0,152.06,2,0.0,120.8
XO-3,0.29,0.58,7.29,0.0,F5 V,214.31,1,1.41,3.19154
XO-4,0.0,1.1,1.42,0.0,F5 V,274.79,1,1.25,4.12508
XO-5,0.0,1.04,1.19,0.0515,G8 V,278.37,1,1.14,4.1877558
HATS-9,0.0,1.1,0.0,0.0312,0,654.36,1,1.236,1.915291
HATS-10,0.501,1.1,0.526,0.04491,0,496.0,1,0.969,3.312846
Kepler-449,0.03,0.97,0.0,0.0,0,279.0,2,0.183,12.58242
Kepler-449,0.05,0.97,0.0,0.0,0,279.0,2,0.247,33.6727
Kepler-450,0.02,1.35,0.0,0.0,0,462.0,3,0.548,28.454851
Kepler-450,0.02,1.35,0.0,0.0,0,462.0,3,0.234,15.413135
Kepler-450,0.14,1.35,0.0,0.0,0,462.0,3,0.075,7.51464
HIP 41378,0.0,1.17,0.0,0.0,F6,106.61,5,0.0,1114.0
GJ 3998,0.0,0.5,0.00777,0.029,M1,18.16,2,0.0,2.64977
GJ 3998,0.049,0.5,0.0197,0.089,M1,18.16,2,0.0,13.74
BD+20 594,0.0,1.67,0.07,0.0,G,180.39,1,0.23,41.6855
Proxima Cen,0.35,0.12,0.004,0.0485,M5.5 V,1.3,1,0.0,11.186
OGLE-2007-BLG-349L A,0.0,0.41,0.25171,2.59,M,2760.0,1,0.0,2557.0
HATS-11,0.0,1.33,0.0,0.0507,G0,967.34,1,1.609,3.619188
HATS-12,0.0,1.16,0.0,0.0441,F,512.41,1,0.692,3.142702
GJ 676 A,0.0,0.73,6.8,6.6,M0 V,16.03,4,0.0,7337.0
K2-97,0.0,1.2,0.0,0.086,0,869.76,1,0.947,8.406726
K2-98,0.0,1.2,0.0,0.0974,F8 V,526.31,1,0.464,10.136448
K2-100,0.0,1.23,0.0,0.0296,G0 V,190.04,1,0.32,1.673833
K2-101,0.1,0.8,0.0,0.0,K3,189.33,1,0.178,14.677286
K2-102,0.1,0.77,0.0,0.0,K5,189.17,1,0.116,9.915615
EPIC 211822797,0.06,0.66,0.0,0.131,M0,187.19,1,0.177,21.169861
K2-104,0.09,0.43,0.0,0.023,M2.5e,190.21,1,0.175,1.974238
OGLE-2014-BLG-0676L,0.0,0.62,3.09,4.4,0,2220.0,1,0.0,0.0
XO-6,0.0,1.47,4.4,0.0815,F5,237.06,1,2.07,3.7650007
HD 30177,0.22,1.05,7.6,9.89,G8 V,55.68,2,0.0,11613.0
Kepler-271,0.0,0.9,0.0,0.0,0,418.0,3,0.085,7.41086267
Kepler-272,0.0,0.0,0.0,0.038,0,912.85,3,0.128,2.971353
Kepler-272,0.0,0.0,0.0,0.061,0,912.85,3,0.16,6.057342
Kepler-272,0.0,0.0,0.0,0.091,0,912.85,3,0.201,10.937304
Kepler-273,0.0,0.0,0.0,0.037,0,728.85,2,0.134,2.936532
Kepler-273,0.0,0.0,0.0,0.073,0,728.85,2,0.177,8.014927
Kepler-274,0.0,0.0,0.0,0.101,0,1385.51,2,0.137,11.634788
Kepler-274,0.0,0.0,0.0,0.204,0,1385.51,2,0.164,33.197861
Kepler-275,0.0,0.0,0.0,0.098,0,2155.2,3,0.209,10.300682
Kepler-275,0.0,0.0,0.0,0.132,0,2155.2,3,0.302,16.088134
Kepler-275,0.0,0.0,0.0,0.224,0,2155.2,3,0.297,35.676062
Kepler-276,0.0,0.0,0.0,0.119,0,1181.73,3,0.256,14.12841
Kepler-276,0.0,0.0,0.052,0.0,0,1181.73,3,0.259,31.884
Kepler-276,0.0,0.0,0.051,0.0,0,1181.73,3,0.25,48.648
Kepler-277,0.0,0.0,0.275,0.0,0,1004.88,2,0.261,17.324
Kepler-277,0.0,0.0,0.202,0.0,0,1004.88,2,0.3,33.006
Kepler-278,0.0,0.0,0.0,0.207,0,448.65,2,0.363,30.160546
Kepler-278,0.0,0.0,0.0,0.294,0,448.65,2,0.32,51.078775
Kepler-386,0.0,0.0,0.0,0.096,0,904.74,2,0.124,12.31043
Kepler-386,0.0,0.0,0.0,0.155,0,904.74,2,0.141,25.193458
Kepler-387,0.0,0.0,0.0,0.068,0,819.95,2,0.092,6.791636
Kepler-387,0.0,0.0,0.0,0.098,0,819.95,2,0.079,11.837549
Kepler-388,0.0,0.0,0.0,0.036,0,611.32,2,0.072,3.173315
Kepler-388,0.0,0.0,0.0,0.093,0,611.32,2,0.077,13.297004
Kepler-389,0.0,0.0,0.0,0.041,0,835.65,2,0.135,3.244107
Kepler-389,0.0,0.0,0.0,0.11,0,835.65,2,0.13,14.51143
Kepler-390,0.0,0.0,0.0,0.065,0,440.79,2,0.073,6.738088
Kepler-390,0.0,0.0,0.0,0.101,0,440.79,2,0.07,13.060022
Kepler-391,0.0,0.0,0.0,0.082,0,891.53,2,0.285,7.416755
Kepler-391,0.0,0.0,0.0,0.161,0,891.53,2,0.316,20.485435
Kepler-392,0.0,0.0,0.0,0.059,0,695.06,2,0.089,5.341853
Kepler-392,0.0,0.0,0.0,0.093,0,695.06,2,0.098,10.423118
Kepler-393,0.0,0.0,0.0,0.091,0,904.28,2,0.115,9.182417
Kepler-393,0.0,0.0,0.0,0.124,0,904.28,2,0.119,14.613612
Kepler-394,0.0,0.0,0.0,0.083,0,1091.69,2,0.143,8.005013
Kepler-394,0.0,0.0,0.0,0.11,0,1091.69,2,0.148,12.130686
Kepler-92,0.07,0.0,0.0,0.0,0,484.62,3,0.184,49.3568
HAT-P-55,0.139,1.01,0.582,0.04604,0,480.0,1,1.182,3.5852467
Kepler-452,0.0,1.04,0.0,1.046,G2,560.62,1,0.145,384.843
HAT-P-56,0.0,1.42,2.31,0.0,F8,323.5,1,1.51,2.79083
Kepler-1428,0.0,1.28,0.0,0.0,0,802.0,1,0.146,10.67607169
Kepler-1429,0.0,1.05,0.0,0.0,0,1156.0,1,0.115,4.48487493
Kepler-1430,0.0,0.77,0.0,0.0,0,541.0,1,0.105,2.46050993
Kepler-1431,0.0,1.03,0.0,0.0,0,1270.0,1,0.131,5.86601526
Kepler-1432,0.0,1.09,0.0,0.0,0,1552.0,1,0.198,23.9109011
Kepler-1433,0.0,1.14,0.0,0.0,0,1328.0,1,0.139,4.13592271
Kepler-1434,0.0,1.47,0.0,0.0,0,680.0,1,0.099,8.05333618
Kepler-1435,0.0,1.21,0.0,0.0,0,681.0,1,0.077,4.45343281
Kepler-1436,0.0,1.06,0.0,0.0,0,1142.0,1,0.117,9.705716
Kepler-1437,0.0,0.93,0.0,0.0,0,1182.0,1,0.122,10.9295461
Kepler-1438,0.0,0.97,0.0,0.0,0,866.0,1,0.084,2.31942009
Kepler-1439,0.0,0.46,0.0,0.0,0,215.0,1,0.13,8.07392849
Kepler-1440,0.0,0.98,0.0,0.0,0,685.0,1,0.112,39.859484
Kepler-1441,0.0,1.0,0.0,0.0,0,751.0,1,0.117,39.4419839
K2-58,0.0,0.89,0.0,0.035,0,182.69,3,0.145,2.53726
K2-58,0.0,0.89,0.0,0.1517,0,182.69,3,0.153,22.8827
K2-59,0.0,0.77,0.0,0.1354,0,314.09,2,0.215,20.6921
K2-59,0.0,0.77,0.0,0.0905,0,314.09,2,0.205,11.2954
K2-60,0.0,0.97,0.426,0.045,G4 V,498.7,1,0.683,3.00265
K2-61,0.0,1.21,0.0,0.0392,0,410.35,1,0.221,2.57302
K2-62,0.0,0.77,0.0,0.0636,0,112.83,2,0.191,6.67202
K2-62,0.0,0.77,0.0,0.1148,0,112.83,2,0.191,16.1966
K2-63,0.0,1.4,0.0,0.1627,0,524.41,2,0.287,20.257
K2-64,0.0,0.74,0.0,0.0619,0,506.87,1,0.185,6.53044
K2-65,0.0,0.87,0.0,0.1014,0,78.06,1,0.141,12.6475
K2-66,0.0,1.11,0.06702,0.05983,0,520.43,1,0.222,5.06963
K2-68,0.0,0.73,0.0,0.0708,0,169.47,1,0.141,8.05428
K2-69,0.0,0.55,0.0,0.0591,0,181.63,1,0.207,7.06599
K2-70,0.0,0.94,0.0,0.1112,0,234.47,1,0.258,13.97896
K2-71,0.0,0.48,0.0,0.0559,0,153.86,1,0.192,6.98541
K2-72,0.11,0.27,0.0,0.04,0,66.56,4,0.096,5.577212
K2-72,0.11,0.27,0.0,0.078,0,66.56,4,0.103,15.189034
K2-72,0.11,0.27,0.0,0.05,0,66.56,4,0.09,7.760178
K2-72,0.11,0.27,0.0,0.106,0,66.56,4,0.115,24.158868
Kepler-279,0.0,0.0,0.0,0.112,0,1069.2,3,0.323,12.309681
Kepler-279,0.0,0.0,0.155,0.0,0,1069.2,3,0.384,35.736
Kepler-279,0.0,0.0,0.118,0.0,0,1069.2,3,0.277,54.414
Kepler-280,0.0,0.0,0.0,0.032,0,798.21,2,0.129,2.139542
Kepler-280,0.0,0.0,0.0,0.056,0,798.21,2,0.179,4.807091
Kepler-281,0.0,0.0,0.0,0.117,0,1835.0,2,0.252,14.646008
Kepler-281,0.0,0.0,0.0,0.215,0,1835.0,2,0.474,36.337373
Kepler-282,0.0,0.0,0.0,0.082,0,1390.97,4,0.09,9.220524
Kepler-282,0.0,0.0,0.0,0.106,0,1390.97,4,0.107,13.638723
Kepler-282,0.0,0.0,0.192,0.0,0,1390.97,4,0.219,24.806
Kepler-282,0.0,0.0,0.177,0.0,0,1390.97,4,0.277,44.347
Kepler-283,0.0,0.0,0.0,0.082,0,474.33,2,0.19,11.008151
Kepler-283,0.0,0.0,0.0,0.341,0,474.33,2,0.162,92.743711
Kepler-284,0.0,0.0,0.0,0.104,0,1062.79,2,0.2,12.699149
Kepler-284,0.0,0.0,0.0,0.213,0,1062.79,2,0.233,37.514456
Kepler-285,0.0,0.0,0.0,0.036,0,844.17,2,0.12,2.633867
Kepler-285,0.0,0.0,0.0,0.064,0,844.17,2,0.1,6.186676
Kepler-286,0.0,0.0,0.0,0.027,0,1266.68,4,0.111,1.796302
Kepler-395,0.0,0.0,0.0,0.061,0,426.34,2,0.092,7.054346
Kepler-395,0.0,0.0,0.0,0.177,0,426.34,2,0.118,34.989262
Kepler-396,0.0,0.0,0.238,0.0,0,225.19,2,0.312,42.994
Kepler-396,0.0,0.0,0.056,0.0,0,225.19,2,0.473,88.505
Kepler-397,0.0,0.0,0.0,0.144,0,969.0,2,0.219,22.250949
Kepler-397,0.0,0.0,0.0,0.48,0,969.0,2,0.551,135.498527
Kepler-398,0.0,0.0,0.0,0.044,0,178.27,3,0.083,4.081423
Kepler-398,0.0,0.0,0.0,0.087,0,178.27,3,0.09,11.419412
Kepler-399,0.0,0.0,0.0,0.103,0,1362.18,3,0.086,14.425281
Kepler-399,0.0,0.0,0.0,0.155,0,1362.18,3,0.128,26.67569
Kepler-399,0.0,0.0,0.0,0.261,0,1362.18,3,0.169,58.034616
Kepler-400,0.0,0.0,0.0,0.087,0,709.0,2,0.147,9.024389
Kepler-400,0.0,0.0,0.0,0.134,0,709.0,2,0.133,17.340824
Kepler-401,0.0,0.0,0.0,0.122,0,993.14,3,0.153,14.383035
Kepler-401,0.0,0.0,0.0,0.269,0,993.14,3,0.192,47.318218
Kepler-402,0.0,0.0,0.0,0.051,0,636.78,4,0.109,4.028751
Kepler-402,0.0,0.0,0.0,0.068,0,636.78,4,0.139,6.124821
Kepler-402,0.0,0.0,0.0,0.087,0,636.78,4,0.123,8.921099
Kepler-1442,0.0,1.34,0.0,0.0,0,525.0,1,0.351,81.4162941
Kepler-1443,0.0,1.19,0.0,0.0,0,475.0,1,0.087,2.41811321
Kepler-1444,0.0,1.03,0.0,0.0,0,340.0,1,0.194,33.42035034
Kepler-1445,0.0,1.13,0.0,0.0,0,482.0,1,0.086,10.60052251
Kepler-1446,0.0,0.81,0.0,0.0,0,162.0,1,0.073,0.68996783
Kepler-1447,0.0,0.97,0.0,0.0,0,871.0,1,0.259,56.6747285
Kepler-1448,0.0,0.95,0.0,0.0,0,786.0,1,0.144,12.27065865
Kepler-1449,0.0,1.08,0.0,0.0,0,1321.0,1,0.15,13.2274528
Kepler-1450,0.0,0.71,0.0,0.0,0,490.0,1,0.153,54.5094166
Kepler-1451,0.0,1.0,0.0,0.0,0,1159.0,1,0.299,35.622233
Kepler-1452,0.0,1.41,0.0,0.0,0,974.0,1,0.241,42.913751
Kepler-1453,0.0,0.97,0.0,0.0,0,1284.0,1,0.238,47.1611696
Kepler-1454,0.0,0.9,0.0,0.0,0,795.0,1,0.168,47.0319479
Kepler-1455,0.0,0.62,0.0,0.0,0,392.0,1,0.193,49.276764
Kepler-1456,0.0,0.64,0.0,0.0,0,379.0,1,0.102,18.1373829
Kepler-1457,0.0,1.01,0.0,0.0,0,728.0,1,0.178,51.1110243
Kepler-1458,0.0,0.96,0.0,0.0,0,642.0,1,0.246,47.9872764
Kepler-1459,0.0,0.78,0.0,0.0,0,435.0,1,0.121,62.8691611
