pl_hostname,pl_orbeccen,st_mass,pl_bmassj,pl_orbsmax,st_spstr,st_dist,pl_pnum,st_rad,pl_radj,pl_orbper,st_vsini,pl_tranflag,pl_rvflag,ra,dec,pl_cbflag
Kepler-1287,0.0,0.96,0.0,0.0,0,1027.0,1,0.94,0.137,11.47685909,0.0,1,0,289.134661,47.062996,0
Kepler-1288,0.0,1.2,0.0,0.0,0,715.0,1,1.29,0.1,2.76122421,0.0,1,0,285.713488,41.605873,0
Kepler-1289,0.0,1.1,0.0,0.0,0,1059.0,1,1.17,0.136,7.99019627,0.0,1,0,296.388807,41.040571,0
Kepler-1290,0.0,0.95,0.0,0.0,0,1321.0,1,0.93,0.127,4.69500134,0.0,1,0,290.685249,43.859638,0
Kepler-1291,0.0,0.84,0.0,0.0,0,982.0,1,0.8,0.148,8.63043276,0.0,1,0,289.377032,40.001151,0
Kepler-1292,0.0,0.95,0.0,0.0,0,1406.0,1,0.93,0.162,3.27646405,0.0,1,0,284.90572,43.949169,0
Kepler-1293,0.0,1.18,0.0,0.0,0,770.0,1,1.28,0.087,5.57654784,0.0,1,0,290.025921,48.335949,0
Kepler-1294,0.0,0.99,0.0,0.0,0,1120.0,1,0.97,0.285,115.6862258,0.0,1,0,291.268101,44.488194,0
Kepler-1295,0.0,0.92,0.0,0.0,0,1257.0,1,0.89,0.138,3.81371974,0.0,1,0,291.397864,45.588559,0
Kepler-1296,0.0,0.87,0.0,0.0,0,631.0,1,0.83,0.081,8.3839865,0.0,1,0,292.125189,41.407814,0
Kepler-1297,0.0,0.99,0.0,0.0,0,996.0,1,0.99,0.087,1.68189002,0.0,1,0,289.956501,47.020393,0
Kepler-1427,0.0,1.01,0.0,0.0,0,1220.0,1,1.01,0.098,0.96897238,0.0,1,0,295.349667,45.114548,0
WASP-76,0.0,1.46,0.92,0.033,F7,120.0,1,1.73,1.83,1.809886,3.3,1,1,26.632746,2.700539,0
WASP-90,0.0,1.55,0.63,0.0562,F6,340.0,1,1.98,1.63,3.916243,6.0,1,1,315.531971,7.056235,0
Kepler-954,0.0,0.82,0.0,0.0,0,224.0,1,0.76,0.207,16.78176602,0.0,1,0,295.859378,47.93951,0
Kepler-955,0.0,0.89,0.0,0.0,0,637.0,1,0.84,0.279,14.53244172,0.0,1,0,288.471458,40.269795,0
Kepler-956,0.0,1.1,0.0,0.0,0,631.0,1,1.15,0.268,5.24867263,0.0,1,0,292.530806,49.061707,0
Kepler-957,0.0,0.81,0.0,0.0,0,749.0,1,0.75,0.491,5.90741354,0.0,1,0,290.156346,48.818996,0
Kepler-958,0.0,0.91,0.0,0.0,0,467.0,1,0.86,0.184,9.7678805,0.0,1,0,287.256685,46.066769,0
Kepler-959,0.0,1.6,0.0,0.0,0,1003.0,1,2.01,0.391,14.80074836,0.0,1,0,292.171168,40.811382,0
Kepler-960,0.0,0.77,0.0,0.0,0,298.0,1,0.72,0.204,3.12686223,0.0,1,0,281.457163,46.746468,0
Kepler-961,0.0,0.96,0.0,0.0,0,607.0,1,0.9,0.227,16.87727414,2.5,1,0,282.035496,43.631268,0
Kepler-962,0.0,0.93,0.0,0.0,0,439.0,1,0.86,0.176,12.05707239,0.0,1,0,295.313145,46.237488,0
Kepler-963,0.0,0.91,0.0,0.0,0,786.0,1,0.87,0.237,9.97683705,0.0,1,0,296.752973,45.0411,0
Kepler-964,0.0,0.93,0.0,0.0,0,478.0,1,0.84,0.189,13.5225106,0.0,1,0,295.30009,40.556591,0
Kepler-965,0.0,1.05,0.0,0.0,0,618.0,1,1.15,0.302,134.2527298,0.0,1,0,298.515338,41.891205,0
Kepler-966,0.0,1.02,0.0,0.0,0,773.0,1,1.02,0.368,99.747622,0.0,1,0,297.270578,50.121811,0
Kepler-967,0.0,0.84,0.0,0.0,0,499.0,2,0.8,0.21,13.22713379,0.0,1,0,286.558075,38.40536,0
Kepler-967,0.0,0.84,0.0,0.0,0,499.0,2,0.8,0.326,198.7112502,0.0,1,0,286.558075,38.40536,0
Kepler-968,0.0,0.76,0.0,0.0,0,312.0,2,0.7,0.178,3.69298373,0.0,1,0,285.602528,50.112038,0
Kepler-1104,0.0,1.3,0.0,0.0,0,516.0,1,1.41,0.11,5.03728015,0.0,1,0,294.468554,49.331024,0
Kepler-1105,0.0,0.71,0.0,0.0,0,369.0,1,0.68,0.179,4.42157218,0.0,1,0,281.111771,42.454931,0
Kepler-1106,0.0,1.11,0.0,0.0,0,1168.0,1,1.17,0.147,1.25275217,0.0,1,0,291.145201,44.062546,0
Kepler-1107,0.0,0.86,0.0,0.0,0,457.0,1,0.82,0.12,0.57103852,0.0,1,0,291.049927,39.141674,0
Kepler-1108,0.0,0.88,0.0,0.0,0,764.0,1,0.84,0.13,4.51005748,0.0,1,0,296.042339,45.985146,0
Kepler-1109,0.0,1.05,0.0,0.0,0,797.0,1,1.06,0.195,37.6467384,0.0,1,0,291.646244,39.396624,0
Kepler-1110,0.0,0.73,0.0,0.0,0,726.0,1,0.7,0.237,9.69312032,0.0,1,0,291.808022,38.622703,0
Kepler-214,0.0,0.0,0.0,0.13,0,1252.07,2,1.35,0.233,15.660544,0.0,1,0,284.754851,44.956032,0
Kepler-214,0.0,0.0,0.0,0.194,0,1252.07,2,1.35,0.19,28.7798,0.0,1,0,284.754851,44.956032,0
Kepler-215,0.0,0.0,0.0,0.084,0,492.9,4,1.03,0.145,9.360672,0.0,1,0,294.973509,45.213688,0
Kepler-215,0.0,0.0,0.0,0.113,0,492.9,4,1.03,0.158,14.667108,0.0,1,0,294.973509,45.213688,0
Kepler-215,0.0,0.0,0.0,0.185,0,492.9,4,1.03,0.213,30.864423,0.0,1,0,294.973509,45.213688,0
Kepler-215,0.0,0.0,0.0,0.314,0,492.9,4,1.03,0.156,68.16101,0.0,1,0,294.973509,45.213688,0
Kepler-216,0.0,0.0,0.0,0.079,0,1229.44,2,1.26,0.21,7.693641,0.0,1,0,293.728072,46.129154,0
Kepler-216,0.0,0.0,0.0,0.136,0,1229.44,2,1.26,0.271,17.406669,0.0,1,0,293.728072,46.129154,0
Kepler-217,0.0,0.0,0.0,0.065,0,1140.95,3,1.8,0.199,5.374943,0.0,1,0,293.037744,46.277508,0
Kepler-217,0.0,0.0,0.0,0.089,0,1140.95,3,1.8,0.165,8.586004,0.0,1,0,293.037744,46.277508,0
Kepler-218,0.0,0.0,0.0,0.046,0,669.02,3,1.06,0.132,3.619337,0.0,1,0,295.412811,46.266472,0
Kepler-836,0.0,1.03,0.0,0.0,0,1003.0,1,1.04,0.244,11.36112327,0.0,1,0,287.452778,45.704399,0
Kepler-837,0.0,0.85,0.0,0.0,0,846.0,1,0.81,0.228,16.56059504,0.0,1,0,285.24667,45.950195,0
Kepler-838,0.0,0.98,0.0,0.0,0,1210.0,1,0.96,0.244,15.74957994,0.0,1,0,285.435512,45.976021,0
Kepler-839,0.0,1.22,0.0,0.0,0,833.0,1,1.31,0.229,37.8144514,0.0,1,0,291.074676,45.242584,0
Kepler-840,0.0,1.04,0.0,0.0,0,778.0,1,1.06,1.523,2.49577962,0.0,1,0,296.507394,49.457291,0
Kepler-841,0.0,0.85,0.0,0.0,0,1052.0,1,0.81,0.467,124.4198398,0.0,1,0,284.251306,48.809612,0
Kepler-842,0.0,0.78,0.0,0.0,0,552.0,1,0.73,0.143,1.21956827,0.0,1,0,292.328581,49.653538,0
Kepler-843,0.0,1.02,0.0,0.0,0,1247.0,1,1.03,0.231,2.05387982,0.0,1,0,296.321994,48.971478,0
Kepler-844,0.0,0.59,0.0,0.0,0,394.0,1,0.57,0.15,2.61302086,0.0,1,0,287.857729,48.774113,0
Kepler-845,0.0,0.79,0.0,0.0,0,471.0,1,0.75,0.182,0.92785982,0.0,1,0,290.957565,49.203812,0
Kepler-846,0.0,0.94,0.0,0.0,0,1233.0,1,0.91,0.221,19.80792185,0.0,1,0,287.057016,49.046021,0
Kepler-847,0.0,0.83,0.0,0.0,0,529.0,1,0.77,0.105,2.3432319,0.0,1,0,283.504798,49.451015,0
Kepler-848,0.0,1.01,0.0,0.0,0,797.0,1,1.2,0.152,6.91134416,0.0,1,0,293.288273,48.811619,0
Kepler-849,0.0,1.23,0.0,0.0,0,747.0,1,1.64,0.637,394.6244904,0.0,1,0,290.851779,48.521339,0
Kepler-850,0.0,1.06,0.0,0.0,0,1535.0,1,1.09,0.159,7.19303878,0.0,1,0,293.084462,48.57539,0
Kepler-851,0.0,0.89,0.0,0.0,0,869.0,1,0.85,0.15,8.50699658,0.0,1,0,294.680286,49.14016,0
Kepler-852,0.0,1.19,0.0,0.0,0,854.0,1,1.16,0.227,44.9309804,0.0,1,0,297.391593,48.560692,0
Kepler-853,0.0,1.3,0.0,0.0,0,610.0,1,1.55,0.151,7.16892463,0.0,1,0,283.936824,49.110325,0
Kepler-1298,0.0,1.45,0.0,0.0,0,498.0,1,2.0,0.117,7.12811928,0.0,1,0,284.422735,49.106224,0
Kepler-1299,0.0,0.94,0.0,0.0,0,1352.0,1,0.91,0.266,19.9400874,0.0,1,0,286.150155,37.411377,0
Kepler-1300,0.0,1.29,0.0,0.0,0,757.0,1,1.79,0.122,22.2419092,0.0,1,0,289.033022,40.086887,0
Kepler-1301,0.0,0.85,0.0,0.0,0,816.0,1,0.81,0.125,9.08237046,0.0,1,0,286.604183,42.440319,0
Kepler-1302,0.0,0.86,0.0,0.0,0,727.0,1,0.82,0.128,8.83922659,0.0,1,0,290.989241,50.30806,0
Kepler-1303,0.0,1.01,0.0,0.0,0,905.0,1,1.0,0.127,7.56127224,0.0,1,0,284.287156,42.355614,0
Kepler-1304,0.0,0.85,0.0,0.0,0,682.0,1,0.81,0.204,16.1288853,0.0,1,0,285.276428,39.446916,0
Kepler-1305,0.0,0.97,0.0,0.0,0,1343.0,1,0.96,0.168,13.5630972,0.0,1,0,297.339446,46.347252,0
Kepler-1306,0.0,0.98,0.0,0.0,0,1130.0,1,0.97,0.17,16.29595382,0.0,1,0,294.478341,46.945862,0
Kepler-1307,0.0,1.06,0.0,0.0,0,1396.0,1,1.08,0.22,18.01621096,0.0,1,0,292.86984,46.741859,0
Kepler-1308,0.0,0.35,0.0,0.0,0,73.0,1,0.34,0.046,2.10433812,0.0,1,0,285.928896,38.520962,0
Kepler-1309,0.0,0.85,0.0,0.0,0,845.0,1,0.8,0.211,28.8432647,0.0,1,0,298.735235,40.764155,0
Kepler-1310,0.0,0.91,0.0,0.0,0,583.0,1,0.88,0.128,0.67933627,0.0,1,0,283.920035,40.740123,0
Kepler-1311,0.0,1.05,0.0,0.0,0,705.0,2,1.4,0.111,11.1726994,0.0,1,0,289.651263,43.824417,0
Kepler-1311,0.0,1.05,0.0,0.0,0,705.0,2,1.4,0.109,2.53573424,0.0,1,0,289.651263,43.824417,0
Kepler-1312,0.0,0.99,0.0,0.0,0,305.0,1,0.92,0.187,5.44832529,0.0,1,0,292.971241,41.035764,0
Kepler-1313,0.0,0.92,0.0,0.0,0,187.0,1,0.85,0.157,3.83309118,0.0,1,0,292.388546,42.233261,0
Kepler-1314,0.0,0.6,0.0,0.0,0,462.0,1,0.59,0.456,5.42474928,0.0,1,0,294.237938,45.197322,0
Kepler-968,0.0,0.76,0.0,0.0,0,312.0,2,0.7,0.151,5.70940492,0.0,1,0,285.602528,50.112038,0
Kepler-969,0.0,0.92,0.0,0.0,0,411.0,2,0.82,0.185,34.1731714,0.0,1,0,288.372508,47.933556,0
Kepler-969,0.0,0.92,0.0,0.0,0,411.0,2,0.82,0.088,1.6829346,0.0,1,0,288.372508,47.933556,0
Kepler-970,0.0,0.7,0.0,0.0,0,350.0,1,0.67,0.247,16.73652231,0.0,1,0,289.62523,40.708726,0
Kepler-971,0.0,0.88,0.0,0.0,0,345.0,1,0.85,0.19,9.59070716,0.0,1,0,284.094587,41.182821,0
Kepler-972,0.0,1.15,0.0,0.0,0,1304.0,1,1.22,0.415,7.03932553,0.0,1,0,295.828703,43.425495,0
Kepler-973,0.0,0.86,0.0,0.0,0,297.0,1,0.78,0.175,49.6077331,0.0,1,0,290.165258,49.923862,0
Kepler-974,0.0,0.52,0.0,0.0,0,121.0,1,0.5,0.14,4.19449651,0.0,1,0,285.013102,40.220753,0
Kepler-975,0.0,0.8,0.0,0.0,0,404.0,1,0.75,0.132,1.97034246,0.0,1,0,290.54855,38.495275,0
Kepler-976,0.0,0.87,0.0,0.0,0,1020.0,1,0.83,0.353,105.9564148,0.0,1,0,289.869641,46.729706,0
Kepler-977,0.0,0.87,0.0,0.0,0,664.0,1,0.83,0.234,26.85328322,0.0,1,0,291.51621,42.248196,0
Kepler-978,0.0,1.07,0.0,0.0,0,624.0,1,1.09,0.267,49.6221509,0.0,1,0,286.710723,43.043453,0
Kepler-979,0.0,0.87,0.0,0.0,0,606.0,1,0.83,0.243,8.0880135,0.0,1,0,300.371281,46.408276,0
Kepler-980,0.0,1.05,0.0,0.0,0,804.0,1,1.06,0.238,11.55102504,0.0,1,0,294.613008,45.060169,0
Kepler-981,0.0,0.98,0.0,0.0,0,913.0,1,0.96,0.206,4.46975774,0.0,1,0,289.248907,47.650101,0
Kepler-982,0.0,1.16,0.0,0.0,0,702.0,1,1.29,0.201,15.7738221,0.0,1,0,288.41768,46.590427,0
Kepler-983,0.0,1.13,0.0,0.0,0,655.0,1,1.08,0.211,60.0855082,0.0,1,0,285.10406,45.008167,0
Kepler-984,0.0,0.96,0.0,0.0,0,461.0,1,0.93,0.189,43.0342272,0.0,1,0,296.958868,46.394127,0
Kepler-985,0.0,0.91,0.0,0.0,0,741.0,1,0.85,0.266,116.331901,0.0,1,0,290.144308,44.049953,0
Kepler-218,0.0,0.0,0.0,0.248,0,669.02,3,1.06,0.28,44.699576,0.0,1,0,295.412811,46.266472,0
Kepler-219,0.0,0.0,0.0,0.057,0,805.3,3,1.49,0.263,4.585512,0.0,1,0,288.73898,46.762558,0
Kepler-219,0.0,0.0,0.0,0.165,0,805.3,3,1.49,0.319,22.714613,0.0,1,0,288.73898,46.762558,0
Kepler-219,0.0,0.0,0.0,0.272,0,805.3,3,1.49,0.251,47.903645,0.0,1,0,288.73898,46.762558,0
Kepler-220,0.0,0.0,0.0,0.046,0,171.96,4,0.67,0.072,4.159807,0.0,1,0,291.506237,46.895779,0
Kepler-220,0.0,0.0,0.0,0.076,0,171.96,4,0.67,0.14,9.034199,0.0,1,0,291.506237,46.895779,0
Kepler-220,0.0,0.0,0.0,0.163,0,171.96,4,0.67,0.087,28.122397,0.0,1,0,291.506237,46.895779,0
Kepler-220,0.0,0.0,0.0,0.226,0,171.96,4,0.67,0.119,45.902733,0.0,1,0,291.506237,46.895779,0
Kepler-221,0.0,0.0,0.0,0.037,0,389.55,4,0.82,0.153,2.795906,0.0,1,0,296.654765,46.83527,0
Kepler-221,0.0,0.0,0.0,0.059,0,389.55,4,0.82,0.261,5.690586,0.0,1,0,296.654765,46.83527,0
Kepler-221,0.0,0.0,0.0,0.087,0,389.55,4,0.82,0.244,10.04156,0.0,1,0,296.654765,46.83527,0
Kepler-221,0.0,0.0,0.0,0.13,0,389.55,4,0.82,0.235,18.369917,0.0,1,0,296.654765,46.83527,0
Kepler-222,0.0,0.0,0.0,0.048,0,775.61,3,0.87,0.282,3.936981,0.0,1,0,287.9061,46.937767,0
Kepler-222,0.0,0.0,0.0,0.091,0,775.61,3,0.87,0.414,10.08881,0.0,1,0,287.9061,46.937767,0
Kepler-222,0.0,0.0,0.0,0.18,0,775.61,3,0.87,0.329,28.081912,0.0,1,0,287.9061,46.937767,0
Kepler-223,0.078,1.12,0.02328,0.0,0,1960.49,4,1.72,0.267,7.38449,0.0,1,0,298.318356,47.279495,0
Kepler-223,0.15,1.12,0.01605,0.0,0,1960.49,4,1.72,0.307,9.84564,0.0,1,0,298.318356,47.279495,0
Kepler-223,0.037,1.12,0.02517,0.0,0,1960.49,4,1.72,0.467,14.78869,0.0,1,0,298.318356,47.279495,0
Kepler-854,0.0,1.17,0.0,0.0,0,741.0,1,1.27,1.492,2.14463285,0.0,1,0,293.351293,43.13464,0
Kepler-855,0.0,1.03,0.0,0.0,0,1043.0,1,1.03,0.745,7.8866311,0.0,1,0,295.09499,43.537586,0
Kepler-856,0.0,0.96,0.0,0.0,0,1175.0,1,0.93,0.83,8.02768059,0.0,1,0,289.603836,46.314953,0
Kepler-857,0.0,0.99,0.0,0.0,0,1039.0,1,0.99,0.607,85.35129427,0.0,1,0,294.632389,43.400467,0
Kepler-858,0.0,0.96,0.0,0.0,0,296.0,1,0.91,0.434,76.13602028,0.0,1,0,288.848631,51.209049,0
Kepler-859,0.0,0.81,0.0,0.0,0,915.0,1,0.77,0.276,20.38177573,0.0,1,0,286.741873,43.190108,0
Kepler-860,0.0,1.04,0.0,0.0,0,1295.0,1,1.06,0.289,5.10137945,0.0,1,0,295.577265,46.254742,0
Kepler-861,0.0,0.82,0.0,0.0,0,806.0,1,0.78,0.203,3.94963138,0.0,1,0,292.353929,46.22628,0
Kepler-862,0.0,0.88,0.0,0.0,0,806.0,1,0.84,0.197,3.14866453,0.0,1,0,297.779266,46.492741,0
Kepler-863,0.0,0.96,0.0,0.0,0,1145.0,1,0.95,0.259,15.59461874,0.0,1,0,297.664523,43.248962,0
Kepler-864,0.0,1.0,0.0,0.0,0,1573.0,1,1.0,0.214,5.83376092,0.0,1,0,285.057092,46.320675,0
Kepler-865,0.0,0.93,0.0,0.0,0,664.0,1,0.92,0.222,14.16399294,0.0,1,0,297.724283,43.527435,0
Kepler-866,0.0,0.75,0.0,0.0,0,690.0,1,0.71,0.145,2.61703254,0.0,1,0,290.122337,43.08556,0
Kepler-867,0.0,0.92,0.0,0.0,0,824.0,1,0.91,0.414,150.242127,0.0,1,0,287.285313,51.249981,0
Kepler-868,0.0,0.93,0.0,0.0,0,1269.0,1,0.89,0.183,5.03251791,0.0,1,0,282.363512,46.67524,0
Kepler-869,0.0,0.97,0.0,0.0,0,957.0,1,0.95,0.322,40.4287755,0.0,1,0,289.424591,50.994122,0
Kepler-870,0.0,1.01,0.0,0.0,0,1231.0,1,1.02,0.248,21.3587621,0.0,1,0,295.402544,50.478634,0
Kepler-871,0.0,1.11,0.0,0.0,0,1695.0,1,1.14,0.334,22.0459018,0.0,1,0,294.52711,43.36816,0
Kepler-398,0.0,0.0,0.0,0.0,0,178.27,3,0.61,0.079,6.83437001,0.0,1,0,291.468662,40.343853,0
Kepler-1315,0.0,0.8,0.0,0.0,0,505.0,1,0.75,0.123,0.84338011,0.0,1,0,295.821448,46.053029,0
Kepler-1316,0.0,1.04,0.0,0.0,0,753.0,1,1.12,0.316,87.9732136,0.0,1,0,298.835871,40.293136,0
Kepler-1317,0.0,0.83,0.0,0.0,0,734.0,1,0.79,0.139,0.56887443,0.0,1,0,291.611881,42.115971,0
Kepler-1318,0.0,0.73,0.0,0.0,0,475.0,1,0.7,0.277,213.257663,0.0,1,0,290.376313,41.150741,0
Kepler-1319,0.0,0.56,0.0,0.0,0,114.0,1,0.54,0.12,2.88676265,0.0,1,0,290.956068,49.366306,0
Kepler-1320,0.0,0.8,0.0,0.0,0,771.0,1,0.74,0.152,0.86838653,0.0,1,0,288.433591,40.380875,0
Kepler-401,0.0,0.0,0.0,0.0,0,993.14,3,1.33,0.203,184.256405,0.0,1,0,290.082749,50.863483,0
Kepler-1321,0.0,0.54,0.0,0.0,0,547.0,2,0.53,0.439,11.12830484,0.0,1,0,294.528593,46.640962,0
Kepler-1321,0.0,0.54,0.0,0.0,0,547.0,2,0.53,0.214,2.22649109,0.0,1,0,294.528593,46.640962,0
Kepler-1322,0.0,0.9,0.0,0.0,0,1217.0,1,0.87,0.144,0.96286738,0.0,1,0,293.204521,45.435402,0
Kepler-1323,0.0,1.18,0.0,0.0,0,530.0,1,1.4,0.136,0.92990668,0.0,1,0,292.872284,46.098885,0
Kepler-1324,0.0,0.78,0.0,0.0,0,522.0,1,0.73,0.135,4.11584468,0.0,1,0,291.18497,40.311214,0
Kepler-1325,0.0,0.93,0.0,0.0,0,955.0,1,0.91,0.255,33.8786838,0.0,1,0,285.017227,42.085384,0
Kepler-1326,0.0,1.45,0.0,0.0,0,910.0,1,1.74,0.373,42.3514267,0.0,1,0,296.222144,39.268958,0
Kepler-1327,0.0,1.02,0.0,0.0,0,688.0,1,1.03,0.161,14.88801098,0.0,1,0,289.064869,50.460976,0
Kepler-1328,0.0,1.0,0.0,0.0,0,630.0,1,0.99,0.087,4.52158888,0.0,1,0,284.675388,44.41777,0
Kepler-403,0.0,0.0,0.0,0.0,0,860.93,3,1.33,0.127,13.61159129,0.0,1,0,289.921461,46.74456,0
Kepler-986,0.0,0.96,0.0,0.0,0,563.0,1,0.98,0.211,56.4349938,0.0,1,0,293.094007,42.896431,0
Kepler-987,0.0,0.97,0.0,0.0,0,936.0,1,0.91,0.291,105.3033148,0.0,1,0,289.41107,46.130848,0
Kepler-988,0.0,0.55,0.0,0.0,0,248.0,1,0.53,0.185,17.76080053,0.0,1,0,290.708386,42.237251,0
Kepler-989,0.0,0.82,0.0,0.0,0,484.0,1,0.78,0.197,7.96431535,0.0,1,0,281.582909,47.233631,0
Kepler-990,0.0,1.05,0.0,0.0,0,933.0,2,1.08,0.232,9.91723428,0.0,1,0,297.938209,46.881393,0
Kepler-990,0.0,1.05,0.0,0.0,0,933.0,2,1.08,0.136,0.53835431,0.0,1,0,297.938209,46.881393,0
Kepler-991,0.0,0.64,0.0,0.0,0,370.0,1,0.61,0.227,82.5342519,0.0,1,0,297.090655,49.626572,0
Kepler-992,0.0,0.8,0.0,0.0,0,268.0,1,0.74,0.145,20.16034462,0.0,1,0,284.43028,47.641785,0
Kepler-993,0.0,0.57,0.0,0.0,0,298.0,1,0.54,0.265,22.08557563,0.0,1,0,292.614101,44.394661,0
Kepler-994,0.0,0.56,0.0,0.0,0,170.0,1,0.54,0.143,1.15116651,0.0,1,0,289.072225,47.40707,0
Kepler-995,0.0,0.83,0.0,0.0,0,659.0,1,0.8,0.241,28.26731672,0.0,1,0,284.615727,39.131038,0
Kepler-996,0.0,1.09,0.0,0.0,0,1098.0,1,1.14,0.177,3.77059058,0.0,1,0,291.912789,41.533611,0
Kepler-997,0.0,1.22,0.0,0.0,0,470.0,1,1.56,0.121,2.70730672,0.0,1,0,289.233369,49.938934,0
Kepler-998,0.0,1.12,0.0,0.0,0,996.0,1,1.18,0.207,5.65377733,0.0,1,0,296.754151,49.208744,0
Kepler-999,0.0,1.29,0.0,0.0,0,568.0,1,1.65,0.209,5.99185702,0.0,1,0,299.660466,46.198418,0
Kepler-1000,0.0,1.4,0.0,0.0,0,925.0,1,1.51,0.425,120.0181272,0.0,1,0,286.685523,47.098221,0
Kepler-1001,0.0,0.9,0.0,0.0,0,1009.0,2,0.88,0.281,14.30511983,0.0,1,0,286.273871,48.618706,0
Kepler-1002,0.0,1.22,0.0,0.0,0,425.0,1,1.57,0.153,4.33642933,0.0,1,0,293.079495,43.073715,0
Kepler-1003,0.0,1.11,0.0,0.0,0,873.0,1,1.17,0.159,3.55485691,0.0,1,0,292.020456,44.876217,0
Kepler-223,0.051,1.12,0.0151,0.0,0,1960.49,4,1.72,0.41,19.72567,0.0,1,0,298.318356,47.279495,0
Kepler-224,0.0,0.0,0.0,0.038,0,799.75,4,0.68,0.124,3.132924,0.0,1,0,290.934287,47.357601,0
Kepler-224,0.0,0.0,0.0,0.058,0,799.75,4,0.68,0.278,5.925003,0.0,1,0,290.934287,47.357601,0
Kepler-224,0.0,0.0,0.0,0.089,0,799.75,4,0.68,0.205,11.349393,0.0,1,0,290.934287,47.357601,0
Kepler-224,0.0,0.0,0.0,0.124,0,799.75,4,0.68,0.176,18.643577,0.0,1,0,290.934287,47.357601,0
Kepler-225,0.0,0.0,0.0,0.056,M1 V,569.99,2,0.48,0.107,6.738975,0.0,1,0,292.193984,47.457096,0
Kepler-225,0.0,0.0,0.0,0.111,M1 V,569.99,2,0.48,0.164,18.794234,0.0,1,0,292.193984,47.457096,0
Kepler-226,0.0,0.0,0.0,0.047,0,1008.14,3,0.8,0.138,3.940997,0.0,1,0,292.376129,47.880989,0
Kepler-226,0.0,0.0,0.0,0.058,0,1008.14,3,0.8,0.203,5.349555,0.0,1,0,292.376129,47.880989,0
Kepler-226,0.0,0.0,0.0,0.076,0,1008.14,3,0.8,0.109,8.109044,0.0,1,0,292.376129,47.880989,0
Kepler-227,0.0,0.0,0.0,0.09,0,1117.5,2,1.09,0.277,9.488015,0.0,1,0,291.934236,48.141651,0
Kepler-227,0.0,0.0,0.0,0.29,0,1117.5,2,1.09,0.271,54.418694,0.0,1,0,291.934236,48.141651,0
Kepler-228,0.0,0.0,0.0,0.038,0,1724.6,3,1.01,0.136,2.566546,0.0,1,0,296.286142,48.224667,0
Kepler-228,0.0,0.0,0.0,0.052,0,1724.6,3,1.01,0.241,4.134444,0.0,1,0,296.286142,48.224667,0
Kepler-228,0.0,0.0,0.0,0.101,0,1724.6,3,1.01,0.36,11.094286,0.0,1,0,296.286142,48.224667,0
Kepler-229,0.0,0.0,0.0,0.062,0,845.88,3,0.73,0.196,6.252972,0.0,1,0,286.999471,48.375797,0
Kepler-229,0.0,0.0,0.0,0.117,0,845.88,3,0.73,0.439,16.068638,0.0,1,0,286.999471,48.375797,0
Kepler-229,0.0,0.0,0.0,0.22,0,845.88,3,0.73,0.343,41.194912,0.0,1,0,286.999471,48.375797,0
Kepler-872,0.0,1.05,0.0,0.0,0,1114.0,1,1.08,0.178,2.57885507,0.0,1,0,295.417461,43.60564,0
Kepler-873,0.0,1.18,0.0,0.0,0,1397.0,1,1.27,0.335,20.5533844,0.0,1,0,296.403212,51.271339,0
Kepler-874,0.0,1.09,0.0,0.0,0,1072.0,1,1.13,0.352,40.0686727,0.0,1,0,294.95686,43.014328,0
Kepler-875,0.0,1.06,0.0,0.0,0,1244.0,1,1.11,0.259,27.5073799,0.0,1,0,297.3013,43.141888,0
Kepler-876,0.0,0.81,0.0,0.0,0,735.0,1,0.77,0.128,5.14438011,0.0,1,0,283.478199,43.383781,0
Kepler-877,0.0,0.85,0.0,0.0,0,572.0,1,0.81,0.189,18.45847097,0.0,1,0,289.859129,46.522667,0
Kepler-878,0.0,0.81,0.0,0.0,0,567.0,1,0.77,0.172,25.9422033,0.0,1,0,285.296197,46.603439,0
Kepler-879,0.0,1.02,0.0,0.0,0,772.0,1,1.02,0.229,33.3855938,0.0,1,0,295.806573,50.909798,0
Kepler-880,0.0,1.46,0.0,0.0,0,673.0,1,1.74,0.237,7.71468975,0.0,1,0,281.971245,43.672771,0
Kepler-881,0.0,1.06,0.0,0.0,0,1364.0,1,1.09,0.159,4.44448017,0.0,1,0,288.992588,46.670753,0
Kepler-882,0.0,0.9,0.0,0.0,0,525.0,1,0.87,0.11,3.98953967,0.0,1,0,294.649885,43.335587,0
Kepler-883,0.0,1.06,0.0,0.0,0,549.0,1,1.09,0.159,12.98495573,0.0,1,0,286.433673,50.300327,0
Kepler-884,0.0,1.0,0.0,0.0,0,420.0,1,0.94,0.11,5.69919514,0.0,1,0,292.584443,49.923161,0
HATS-13,0.181,0.96,0.543,0.04057,0,476.0,1,0.89,1.212,3.0440499,2.82,1,1,316.961465,-26.096655,0
HATS-14,0.142,0.97,1.071,0.03815,0,513.0,1,0.93,1.039,2.7667641,3.8,1,1,313.215479,-25.687334,0
OGLE-2012-BLG-0563L,0.0,0.34,0.39,0.9,0,1300.0,1,0.0,0.0,0.0,0.0,0,0,271.4905,-27.712,0
HD 95872,0.06,0.7,3.74,5.15,K0 V,72.37,1,0.84,0.0,4375.0,0.0,0,1,165.867114,-22.093977,0
psi 1 Dra B,0.4,1.19,1.53,4.43,G0 V,22.16,1,0.0,0.0,3117.0,6.0,0,1,265.492096,72.156914,0
