pl_hostname,pl_orbeccen,st_mass,pl_bmassj,pl_orbsmax,st_spstr,st_dist,pl_pnum,st_rad,pl_radj,pl_orbper,st_vsini,pl_tranflag,pl_rvflag,ra,dec,pl_cbflag
Kepler-20,0.0,0.95,0.03168,0.3506,0,284.88,6,0.96,0.245,77.61130017,2.0,1,1,287.698004,42.338726,0
Kepler-20,0.0,0.95,0.0,0.0639,0,284.88,6,0.96,0.077,6.09852281,2.0,1,1,287.698004,42.338726,0
Kepler-20,0.0,0.95,0.0,0.1396,0,284.88,6,0.96,0.089,19.57758478,2.0,1,1,287.698004,42.338726,0
Kepler-21,0.02,1.41,0.01598,0.042717,F6 IV,108.86,1,1.9,0.146,2.78578,8.4,1,1,287.361816,38.714016,0
Kepler-22,0.0,0.97,0.113,0.849,G5 V,190.0,1,0.98,0.212,289.8623,0.6,1,1,289.217484,47.884464,0
Kepler-23,0.0,0.0,0.8,0.075,0,856.34,3,1.55,0.17,7.1073,0.0,1,0,294.218924,49.479225,0
Kepler-23,0.0,0.0,2.7,0.099,0,856.34,3,1.55,0.285,10.7421,0.0,1,0,294.218924,49.479225,0
Kepler-23,0.0,0.0,0.0,0.124,0,856.34,3,1.55,0.196,15.274299,0.0,1,0,294.218924,49.479225,0
Kepler-24,0.0,0.0,1.6,0.08,0,1195.99,4,1.29,0.214,8.1453,0.0,1,0,290.413267,38.343754,0
Kepler-24,0.0,0.0,1.6,0.106,0,1195.99,4,1.29,0.25,12.3335,0.0,1,0,290.413267,38.343754,0
Kepler-24,0.0,0.0,0.0,0.051,0,1195.99,4,1.29,0.149,4.244384,0.0,1,0,290.413267,38.343754,0
Kepler-24,0.0,0.0,0.0,0.138,0,1195.99,4,1.29,0.248,18.998355,0.0,1,0,290.413267,38.343754,0
Kepler-25,0.0029,1.19,0.0275,0.0,0,244.96,3,1.31,0.245,6.238297,9.5,1,1,286.638393,39.487894,0
Kepler-25,0.0061,1.19,0.0479,0.0,0,244.96,3,1.31,0.465,12.7207,9.5,1,1,286.638393,39.487894,0
Kepler-25,0.13,1.19,0.226,0.0,0,244.96,3,1.31,0.0,122.4,9.5,0,1,286.638393,39.487894,0
Kepler-26,0.0,0.54,0.01611,0.0,M0 V,338.55,4,0.51,0.248,12.28,1.9,1,0,284.940997,46.56654,0
Kepler-26,0.0,0.54,0.01951,0.0,M0 V,338.55,4,0.51,0.243,17.2559,1.9,1,0,284.940997,46.56654,0
Kepler-26,0.0,0.54,0.0,0.039,M0 V,338.55,4,0.51,0.095,3.543919,1.9,1,0,284.940997,46.56654,0
Kepler-26,0.0,0.54,0.0,0.22,M0 V,338.55,4,0.51,0.215,46.827915,1.9,1,0,284.940997,46.56654,0
Kepler-27,0.0,0.65,9.11,0.118,0,1075.1,2,0.59,0.357,15.3348,0.6,1,0,292.236769,41.085876,0
Kepler-27,0.0,0.65,13.8,0.191,0,1075.1,2,0.59,0.437,31.3309,0.6,1,0,292.236769,41.085876,0
Kepler-28,0.0,0.75,1.51,0.062,M0 V,443.92,2,0.7,0.321,5.9123,0.0,1,0,292.137029,42.42942,0
Kepler-28,0.0,0.75,1.36,0.081,M0 V,443.92,2,0.7,0.303,8.9858,0.0,1,0,292.137029,42.42942,0
Kepler-29,0.0,0.76,0.01573,0.0,0,851.9,2,0.73,0.227,10.33974,4.0,1,0,298.348324,47.491226,0
Kepler-29,0.0,0.76,0.01416,0.0,0,851.9,2,0.73,0.209,13.28613,4.0,1,0,298.348324,47.491226,0
Kepler-30,0.042,0.99,0.036,0.18,0,938.33,3,0.95,0.348,29.33434,1.94,1,0,285.283636,38.947281,0
Kepler-30,0.0111,0.99,2.01,0.3,0,938.33,3,0.95,1.097,60.323105,1.94,1,0,285.283636,38.947281,0
Kepler-30,0.022,0.99,0.073,0.5,0,938.33,3,0.95,0.785,143.34394,1.94,1,0,285.283636,38.947281,0
Kepler-31,0.0,1.21,0.0,0.16,0,1747.58,3,1.22,0.491,20.8613,0.0,1,0,294.023014,45.853081,0
Kepler-31,0.0,1.21,4.7,0.26,0,1747.58,3,1.22,0.473,42.6318,0.0,1,0,294.023014,45.853081,0
Kepler-31,0.0,1.21,6.8,0.4,0,1747.58,3,1.22,0.348,87.6451,0.0,1,0,294.023014,45.853081,0
Kepler-32,0.0,0.58,4.1,0.05,M1 V,326.85,5,0.53,0.196,5.90124,0.0,1,0,297.842398,46.574281,0
Kepler-32,0.0,0.58,0.5,0.09,M1 V,326.85,5,0.53,0.178,8.7522,0.0,1,0,297.842398,46.574281,0
Kepler-32,0.0,0.58,0.0,0.13,M1 V,326.85,5,0.53,0.241,22.7802,0.0,1,0,297.842398,46.574281,0
Kepler-32,0.0,0.58,0.0,0.033,M1 V,326.85,5,0.53,0.134,2.896,0.0,1,0,297.842398,46.574281,0
Kepler-32,0.0,0.58,0.0,0.013,M1 V,326.85,5,0.53,0.073,0.74296,0.0,1,0,297.842398,46.574281,0
Kepler-33,0.0,1.29,0.0,0.0677,0,1252.84,5,1.82,0.155,5.66793,3.4,1,1,289.077548,46.005222,0
Kepler-33,0.0,1.29,0.0,0.1189,0,1252.84,5,1.82,0.285,13.17562,3.4,1,1,289.077548,46.005222,0
HIP 79431,0.29,0.42,2.1,0.36,M3 V,14.54,1,0.54,0.0,111.7,0.0,0,1,243.174057,-18.875504,0
HIP 91258,0.02,0.97,1.09,0.06,G5 V,45.95,1,0.89,0.0,5.0505,3.5,0,1,279.221466,61.702503,0
HIP 97233,0.61,1.93,20.0,2.55,K0,102.58,1,5.34,0.0,1058.8,2.2,0,1,296.421967,-0.696645,0
HIP 105854,0.02,2.1,8.2,0.81,K2 III,78.8,1,0.0,0.0,184.2,0.0,0,1,321.595306,-37.82943,0
HIP 116454,0.2,0.81,0.04,0.0,K1,62.56,1,0.72,0.22,9.1205,2.0,1,1,353.955353,0.445516,0
HR 810,0.14,1.34,2.27,0.92,G0 V,17.33,1,1.13,0.0,302.79999,6.5,0,1,40.639442,-50.800293,0
HR 8799,0.0,0.0,7.0,68.0,A5,39.4,4,0.0,1.2,170000.0,0.0,0,0,346.869659,21.134251,0
HR 8799,0.0,0.0,10.0,38.0,A5,39.4,4,0.0,1.2,69000.0,0.0,0,0,346.869659,21.134251,0
HR 8799,0.0,0.0,10.0,24.0,A5,39.4,4,0.0,1.2,37000.0,0.0,0,0,346.869659,21.134251,0
HR 8799,0.15,0.0,10.0,16.4,A5,39.4,4,0.0,1.17,0.0,0.0,0,0,346.869659,21.134251,0
K2-3,0.0,0.6,0.02039,0.0,M0.0&plusmn;0.5 V,45.0,3,0.56,0.0,10.054626,0.0,1,1,172.334946,-1.454787,0
K2-3,0.0,0.6,0.00673,0.0,M0.0&plusmn;0.5 V,45.0,3,0.56,0.0,24.646582,0.0,1,1,172.334946,-1.454787,0
K2-3,0.0,0.6,0.00881,0.0,M0.0&plusmn;0.5 V,45.0,3,0.56,0.0,44.55646,0.0,1,1,172.334946,-1.454787,0
KELT-1,0.0099,1.32,27.23,0.02466,0,262.0,1,1.46,1.11,1.217514,56.0,1,1,0.362142,39.383808,0
KELT-2 A,0.0,1.54,1.7,0.0,F8,134.57,1,1.93,1.35,4.11379,9.0,1,1,92.663948,30.957144,0
KELT-3,0.0,1.96,1.94,0.0,0,211.35,1,1.7,1.56,2.70339,10.2,1,1,148.643324,40.388069,0
KELT-6,0.22,1.42,0.52,0.0,F8,242.39,2,1.73,1.3,7.8457,4.53,1,1,195.981868,30.640051,0
TrES-2,0.0,1.36,1.49,0.0,G0 V,216.66,1,1.12,1.36,2.47063,2.0,1,1,286.808473,49.316402,0
HAT-P-7,0.0,1.56,1.84,0.0,0,344.46,1,2.0,1.51,2.20474,4.9,1,1,292.24731,47.969513,0
HAT-P-11,0.218,0.81,0.07362,0.05254,K4,37.81,2,0.68,0.389,4.88780244,1.5,1,1,297.709351,48.080856,0
Kepler-4,0.0,1.22,0.077,0.0456,0,550.0,1,1.49,0.357,3.21346,2.2,1,1,285.615322,50.135754,0
Kepler-5,0.0,1.37,2.111,0.0538,0,923.41,1,1.79,1.426,3.5484657,4.8,1,1,299.407009,44.035046,0
Kepler-6,0.0,1.21,0.668,0.04852,0,597.14,1,1.39,1.304,3.2346996,3.0,1,1,296.837254,48.239964,0
Kepler-7,0.0,1.36,0.441,0.06067,0,947.46,1,1.97,1.622,4.8854892,4.2,1,1,288.581516,41.0898,0
Kepler-8,0.0,1.21,0.59,0.0474,0,1052.9,1,1.49,1.416,3.5224991,10.5,1,1,281.288118,42.45108,0
Kepler-9,0.0609,1.02,0.13655,0.143,0,614.0,3,0.96,0.74,19.23891,1.9,1,1,285.573981,38.400892,0
Kepler-9,0.06691,1.02,0.09408,0.227,0,614.0,3,0.96,0.721,38.9853,1.9,1,1,285.573981,38.400892,0
Kepler-9,0.0,1.02,0.0,0.0273,0,614.0,3,0.96,0.146,1.592851,1.9,1,1,285.573981,38.400892,0
Kepler-65,0.0,1.25,0.0,0.084,0,306.39,4,1.41,0.136,8.13123,10.4,1,1,288.6887,41.151173,0
Kepler-66,0.0,1.04,0.0,0.1352,G0 V,1107.0,1,0.97,0.25,17.815815,0.0,1,0,293.981569,46.687748,0
Kepler-67,0.0,0.86,0.0,0.1171,G9 V,1107.0,1,0.78,0.262,15.7259,0.0,1,0,294.153336,46.166438,0
Kepler-68,0.0,1.08,0.02407,0.0,0,144.77,3,1.24,0.0,5.3988,0.5,1,1,291.032305,49.040272,0
Kepler-68,0.0,1.08,0.00642,0.0,0,144.77,3,1.24,0.0,9.6051,0.5,1,1,291.032305,49.040272,0
Kepler-68,0.112,1.08,0.77,0.0,0,144.77,3,1.24,0.0,634.6,0.5,0,1,291.032305,49.040272,0
Kepler-69,0.16,0.81,0.0,0.094,G4 V,746.33,2,0.93,0.2,13.722341,0.0,1,0,293.260938,44.868896,0
Kepler-69,0.14,0.81,0.0,0.64,G4 V,746.33,2,0.93,0.153,242.4613,0.0,1,0,293.260938,44.868896,0
KOI-55,0.0,0.5,0.0014,0.006,B,1180.0,2,0.2,0.068,0.240104,0.0,0,0,296.356105,41.092755,0
KOI-55,0.0,0.5,0.0021,0.0076,B,1180.0,2,0.2,0.077,0.342887,0.0,0,0,296.356105,41.092755,0
KOI-217,0.0,0.95,0.0,0.0477,0,800.0,1,0.86,1.11,3.90512,0.0,1,0,294.865505,46.285854,0
Kepler-74,0.0,1.18,0.63,0.0781,F8 V,1218.33,1,1.12,0.96,7.340711,5.0,1,1,293.092525,41.355523,0
Kepler-80,0.0,0.73,0.01299,0.0491,K5,357.0,6,0.68,0.143,4.64489,0.0,1,0,296.112564,39.978779,0
Kepler-81,0.0,0.0,0.0,0.0,M0 V,351.79,3,0.59,0.216,5.955,0.0,1,0,293.63695,42.82497,0
Kepler-81,0.0,0.0,0.0,0.0,M0 V,351.79,3,0.59,0.211,12.04,0.0,1,0,293.63695,42.82497,0
Kepler-81,0.0,0.0,0.0,0.128,M0 V,351.79,3,0.59,0.108,20.837846,0.0,1,0,293.63695,42.82497,0
Kepler-82,0.0033,0.91,0.03823,0.1683,0,927.97,5,0.9,0.363,26.44,0.0,1,0,292.87339,42.966137,0
Kepler-82,0.007,0.91,0.04373,0.2626,0,927.97,5,0.9,0.476,51.54,0.0,1,0,292.87339,42.966137,0
Kepler-114,0.0,0.0,0.0,0.053,M0 V,261.49,3,0.67,0.112,5.188549,0.0,1,0,294.121421,48.349525,0
Kepler-114,0.0,0.0,0.009,0.0,M0 V,261.49,3,0.67,0.143,8.041,0.0,1,0,294.121421,48.349525,0
Kepler-114,0.0,0.0,0.012,0.0,M0 V,261.49,3,0.67,0.226,11.776,0.0,1,0,294.121421,48.349525,0
4 UMa,0.432,1.23,7.1,0.87,K1 III,73.58,1,18.11,0.0,269.3,0.0,0,1,130.053406,64.327934,0
6 Lyn,0.073,1.44,2.01,2.11,K0 III-IV,54.74,1,5.2,0.0,934.3,1.32,0,1,97.696281,58.162632,0
7 CMa,0.06,1.34,1.85,1.758,K1 III,19.82,2,4.87,0.0,735.1,1.15,0,1,99.17099,-19.255878,0
11 Com,0.231,2.7,19.4,1.29,K0 III,93.37,1,19.0,0.0,326.03,1.2,0,1,185.179276,17.792868,0
11 UMi,0.08,2.78,14.74,1.53,K4 III,125.72,1,29.79,0.0,516.21997,1.5,0,1,229.274536,71.823898,0
14 And,0.0,2.2,4.8,0.83,G8 III,75.59,1,11.0,0.0,185.84,2.6,0,1,352.822571,39.236198,0
14 Her,0.37,0.9,4.66,2.93,K0 V,17.94,1,0.93,0.0,1773.40002,1.6,0,1,242.601303,43.817646,0
16 Cyg B,0.68,1.08,1.78,1.66,G2.5 V,21.15,1,1.13,0.0,798.5,2.18,0,1,295.466553,50.517525,0
18 Del,0.08,2.3,10.3,2.6,G6 III,76.38,1,8.5,0.0,993.3,0.0,0,1,314.608063,10.839286,0
24 Sex,0.09,1.54,1.99,1.333,K0 IV,72.21,2,4.9,0.0,452.8,2.77,0,1,155.86821,-0.902244,0
24 Sex,0.29,1.54,0.86,2.08,K0 IV,72.21,2,4.9,0.0,883.0,2.77,0,1,155.86821,-0.902244,0
30 Ari B,0.29,1.93,13.82,0.99,F6 V,44.71,1,1.41,0.0,335.10001,38.3,0,1,39.240585,24.648064,0
42 Dra,0.38,0.98,3.88,1.19,K1.5 III,90.86,1,22.03,0.0,479.1,1.0,0,1,276.496399,65.563484,0
47 UMa,0.032,1.03,2.53,2.1,G0 V,13.8,3,1.23,0.0,1078.0,2.9,0,1,164.866562,40.430256,0
Kepler-10,0.0,0.91,0.0145,0.0172,0,186.5,2,1.06,0.132,0.837491,2.04,1,1,285.679394,50.241299,0
Kepler-10,0.0,0.91,0.02319,0.0,0,186.5,2,1.06,0.0,45.2946,2.04,1,1,285.679394,50.241299,0
Kepler-11,0.045,0.96,0.006,0.091,0,658.59,6,1.06,0.161,10.3039,0.4,1,1,297.115123,41.909138,0
Kepler-11,0.026,0.96,0.009,0.107,0,658.59,6,1.06,0.256,13.0241,0.4,1,1,297.115123,41.909138,0
Kepler-11,0.004,0.96,0.023,0.155,0,658.59,6,1.06,0.278,22.6845,0.4,1,1,297.115123,41.909138,0
Kepler-11,0.012,0.96,0.025,0.195,0,658.59,6,1.06,0.374,31.9996,0.4,1,1,297.115123,41.909138,0
Kepler-11,0.013,0.96,0.006,0.25,0,658.59,6,1.06,0.222,46.6888,0.4,1,1,297.115123,41.909138,0
Kepler-11,0.15,0.96,0.079,0.466,0,658.59,6,1.06,0.297,118.3807,0.4,1,1,297.115123,41.909138,0
Kepler-12,0.0,1.17,0.432,0.0553,0,904.4,1,1.48,1.754,4.4379629,0.8,1,1,286.243425,50.040382,0
KOI-13,0.00064,1.72,9.28,0.03641,0,415.0,1,1.74,1.512,1.763588,65.0,1,1,286.971199,46.868362,0
Kepler-14,0.035,1.51,8.4,0.0,0,980.0,1,2.05,1.136,6.790123,7.9,1,1,287.708814,47.33305,0
Kepler-15,0.06,1.02,0.66,0.05714,0,755.38,1,0.99,0.96,4.942782,2.0,1,1,296.200595,49.140125,0
Kepler-16,0.0069,0.69,0.333,0.7048,0,75.25,1,0.65,0.754,228.776,0.0,1,1,289.07571,51.757439,1
Kepler-17,0.011,1.16,2.45,0.02591,G2 V,800.0,1,1.05,1.31,1.4857108,6.0,1,1,298.395274,47.815006,0
Kepler-33,0.0,1.29,0.0,0.1662,0,1252.84,5,1.82,0.477,21.77596,3.4,1,1,289.077548,46.005222,0
Kepler-33,0.0,1.29,0.0,0.2138,0,1252.84,5,1.82,0.359,31.7844,3.4,1,1,289.077548,46.005222,0
Kepler-33,0.0,1.29,0.0,0.2535,0,1252.84,5,1.82,0.398,41.02902,3.4,1,1,289.077548,46.005222,0
Kepler-34,0.182,1.05,0.22,1.0896,0,1499.0,1,1.16,0.764,288.822,5.0,1,1,296.435821,44.64156,1
Kepler-82,0.0,0.91,0.0,0.034,0,927.97,5,0.9,0.158,2.382961,0.0,1,0,292.87339,42.966137,0
Kepler-82,0.0,0.91,0.0,0.063,0,927.97,5,0.9,0.22,5.902206,0.0,1,0,292.87339,42.966137,0
Kepler-83,0.0,0.0,0.0,0.0,M0 V,405.01,3,0.59,0.252,9.77,0.0,1,0,282.232525,43.665627,0
Kepler-83,0.0,0.0,0.0,0.0,M0 V,405.01,3,0.59,0.211,20.09,0.0,1,0,282.232525,43.665627,0
Kepler-83,0.0,0.0,0.0,0.051,M0 V,405.01,3,0.59,0.173,5.169796,0.0,1,0,282.232525,43.665627,0
Kepler-84,0.0,0.0,0.0,0.0,0,1443.27,5,1.17,0.199,8.726,0.0,1,0,298.252049,40.496077,0
Kepler-84,0.0,0.0,0.0,0.0,0,1443.27,5,1.17,0.211,12.883,0.0,1,0,298.252049,40.496077,0
Kepler-84,0.0,0.0,0.0,0.052,0,1443.27,5,1.17,0.123,4.224537,0.0,1,0,298.252049,40.496077,0
Kepler-84,0.0,0.0,0.0,0.181,0,1443.27,5,1.17,0.232,27.434389,0.0,1,0,298.252049,40.496077,0
Kepler-84,0.0,0.0,0.0,0.25,0,1443.27,5,1.17,0.196,44.552169,0.0,1,0,298.252049,40.496077,0
Kepler-85,0.0,0.0,0.0,0.0,0,782.09,4,0.89,0.176,8.306,0.0,1,0,290.973429,45.290318,0
Kepler-85,0.0,0.0,0.0,0.0,0,782.09,4,0.89,0.194,12.513,0.0,1,0,290.973429,45.290318,0
Kepler-85,0.0,0.0,0.0,0.13,0,782.09,4,0.89,0.107,17.91323,0.0,1,0,290.973429,45.290318,0
Kepler-85,0.0,0.0,0.0,0.163,0,782.09,4,0.89,0.113,25.216751,0.0,1,0,290.973429,45.290318,0
PH2,0.41,0.94,0.0,0.828,0,347.27,1,1.0,0.903,282.5255,1.43,1,1,289.76359,51.962601,0
Kepler-87,0.036,1.1,1.02,0.481,0,1277.88,2,1.82,1.204,114.73635,4.3,1,0,297.916877,46.96513,0
Kepler-87,0.039,1.1,0.02,0.676,0,1277.88,2,1.82,0.548,191.2318,4.3,1,0,297.916877,46.96513,0
KOI-142,0.05561,0.99,0.03,0.0,G6 V,339.0,3,0.9,0.307,10.91647,1.8,1,1,291.148088,40.669407,0
47 UMa,0.098,1.03,0.54,3.6,G0 V,13.8,3,1.23,0.0,2391.0,2.9,0,1,164.866562,40.430256,0
47 UMa,0.16,1.03,1.64,11.6,G0 V,13.8,3,1.23,0.0,14002.0,2.9,0,1,164.866562,40.430256,0
51 Peg,0.013,1.12,0.472,0.0527,G2.5 IV,15.47,1,1.2,0.0,4.230785,2.0,0,1,344.366577,20.768833,0
55 Cnc,0.0,0.91,0.8036,0.1134,G8 V,12.59,5,0.94,0.0,14.6516,1.23,0,1,133.149216,28.330818,0
55 Cnc,0.03,0.91,0.1611,0.2373,G8 V,12.59,5,0.94,0.0,44.3989,1.23,0,1,133.149216,28.330818,0
55 Cnc,0.13,0.91,3.12,5.957,G8 V,12.59,5,0.94,0.0,5574.2,1.23,0,1,133.149216,28.330818,0
55 Cnc,0.05,0.91,0.02514,0.01544,G8 V,12.59,5,0.94,0.167,0.7365474,1.23,1,1,133.149216,28.330818,0
55 Cnc,0.08,0.91,0.1503,0.7708,G8 V,12.59,5,0.94,0.0,259.88,1.23,0,1,133.149216,28.330818,0
61 Vir,0.12,0.94,0.016,0.050201,G5 V,8.51,3,0.96,0.0,4.215,1.9,0,1,199.601318,-18.311195,0
61 Vir,0.14,0.94,0.057,0.2175,G5 V,8.51,3,0.96,0.0,38.021,1.9,0,1,199.601318,-18.311195,0
61 Vir,0.35,0.94,0.072,0.476,G5 V,8.51,3,0.96,0.0,123.01,1.9,0,1,199.601318,-18.311195,0
70 Vir,0.3988,1.09,7.416,0.481,G4 V,17.91,1,1.89,0.0,116.688,1.56,0,1,202.107544,13.778788,0
75 Cet,0.117,2.49,3.0,2.1,G3 III,83.15,1,10.5,0.0,691.9,1.77,0,1,38.039253,-1.034896,0
81 Cet,0.206,2.4,5.3,2.5,G5 III,101.53,1,11.0,0.0,952.7,1.8,0,1,39.424168,-3.396175,0
91 Aqr,0.027,1.4,3.2,0.7,K0 III,44.08,1,11.0,0.0,181.4,3.9,0,1,348.9729,-9.087737,0
AB Pic,0.0,0.0,13.5,260.0,K2 V,50.12,1,0.0,0.0,0.0,12.0,0,0,94.803802,-58.05431,0
CT Cha,0.0,0.0,17.0,440.0,K5e,165.0,1,0.0,2.2,0.0,0.0,0,0,166.037877,-76.455383,0
DH Tau,0.0,0.33,11.0,330.0,M0.5,140.0,1,0.27,0.0,0.0,0.0,0,0,67.423158,26.54952,0
Kepler-35,0.042,0.89,0.127,0.60347,0,1645.0,1,1.03,0.728,131.458,5.0,1,1,294.496978,46.689762,1
Kepler-36,0.0,1.03,0.01205,0.0,0,470.0,2,1.63,0.134,13.86825,4.9,1,0,291.250191,49.231827,0
Kepler-36,0.0,1.03,0.02243,0.0,0,470.0,2,1.63,0.328,16.21865,4.9,1,0,291.250191,49.231827,0
Kepler-37,0.0,0.87,0.01,0.0,0,64.04,4,0.79,0.026,13.36731,0.5,1,1,284.05966,44.518131,0
Kepler-37,0.0,0.87,0.03776,0.0,0,64.04,4,0.79,0.067,21.302,0.5,1,1,284.05966,44.518131,0
Kepler-37,0.0,0.87,0.03839,0.0,0,64.04,4,0.79,0.173,39.7922,0.5,1,1,284.05966,44.518131,0
Kepler-37,0.0,0.87,0.0,0.0,0,64.04,4,0.79,0.0,51.196,0.5,1,0,284.05966,44.518131,0
Kepler-38,0.032,0.94,0.384,0.4632,G4 V,1215.78,1,1.75,0.384,105.599,2.4,1,0,286.830353,42.279205,1
Kepler-39,0.112,1.29,20.1,0.164,F7 V,1090.44,1,1.4,1.24,21.08721,16.0,1,1,296.960265,46.034298,0
Kepler-40,0.0,1.48,2.2,0.08,F5 IV,2700.0,1,2.13,1.17,6.87349,9.0,1,1,296.81369,47.526608,0
Kepler-41,0.0,1.15,0.56,0.03101,G2 V,1128.11,1,1.29,1.29,1.8555582,6.0,1,1,294.513229,45.981644,0
Kepler-42,0.0,0.13,0.0,0.0116,M,38.7,3,0.17,0.07,1.2137672,3.3,1,0,292.219033,44.61916,0
Kepler-42,0.0,0.13,0.0,0.006,M,38.7,3,0.17,0.065,0.45328509,3.3,1,0,292.219033,44.61916,0
Kepler-42,0.0,0.13,0.0,0.0154,M,38.7,3,0.17,0.051,1.865169,3.3,1,0,292.219033,44.61916,0
Kepler-43,0.0,1.32,3.23,0.046,F8 V,1035.9,1,1.42,1.219,3.0240949,5.5,1,1,285.240856,46.668255,0
Kepler-44,0.066,1.12,1.0,0.0446,G2 IV,1229.15,1,1.35,1.09,3.2467293,4.0,1,1,300.102352,45.762142,0
Kepler-45,0.11,0.59,0.505,0.03,M,333.0,1,0.55,0.96,2.455239,0.0,1,1,292.8729,41.064261,0
KOI-142,0.05724,0.99,0.674,0.0,G6 V,339.0,3,0.9,0.0,22.26492,1.8,0,1,291.148088,40.669407,0
KOI-94,0.25,1.28,0.033,0.05119,0,483.65,4,1.52,0.153,3.743208,7.3,1,1,297.333057,41.891117,0
KOI-94,0.43,1.28,0.049,0.1013,0,483.65,4,1.52,0.385,10.423648,7.3,1,1,297.333057,41.891117,0
KOI-94,0.022,1.28,0.334,0.1684,0,483.65,4,1.52,1.005,22.342989,7.3,1,1,297.333057,41.891117,0
KOI-94,0.019,1.28,0.11,0.3046,0,483.65,4,1.52,0.585,54.32031,7.3,1,1,297.333057,41.891117,0
KOI-351,0.0,1.2,0.0,0.074,0,780.0,8,1.2,0.117,7.008151,4.6,1,0,284.433492,49.305161,0
KOI-351,0.0,1.2,0.0,0.089,0,780.0,8,1.2,0.106,8.719375,4.6,1,0,284.433492,49.305161,0
KOI-351,0.0,1.2,0.0,0.32,0,780.0,8,1.2,0.256,59.73667,4.6,1,0,284.433492,49.305161,0
KOI-351,0.0,1.2,0.0,0.42,0,780.0,8,1.2,0.237,91.93913,4.6,1,0,284.433492,49.305161,0
KOI-351,0.0,1.2,0.0,0.48,0,780.0,8,1.2,0.257,124.9144,4.6,1,0,284.433492,49.305161,0
KOI-351,0.0,1.2,0.0,0.71,0,780.0,8,1.2,0.723,210.60697,4.6,1,0,284.433492,49.305161,0
KOI-351,0.0,1.2,0.0,1.01,0,780.0,8,1.2,1.008,331.60059,4.6,1,0,284.433492,49.305161,0
Kepler-91,0.0,1.31,0.81,0.0731,K3,1344.56,1,6.3,1.367,6.24658,6.8,1,1,285.672872,44.116734,0
Kepler-92,0.0,0.0,0.202,0.0,0,484.62,3,1.53,0.313,13.749,0.0,1,0,289.086058,41.562941,0
Kepler-92,0.0,0.0,0.019,0.0,0,484.62,3,1.53,0.232,26.723,0.0,1,0,289.086058,41.562941,0
Kepler-93,0.0,1.09,0.0143,0.0,0,96.18,2,0.98,0.14,4.72674,0.5,1,1,291.418281,38.672354,0
Kepler-93,0.0,1.09,3.0,0.0,0,96.18,2,0.98,0.0,1460.0,0.5,0,1,291.418281,38.672354,0
Kepler-94,0.0,0.81,0.034,0.0,M0 V,192.97,2,0.76,0.313,2.50806,0.5,1,1,281.194747,47.497148,0
Kepler-94,0.0,0.81,9.836,0.0,M0 V,192.97,2,0.76,0.0,820.3,0.5,0,1,281.194747,47.497148,0
DP Leo,0.39,0.0,6.05,8.19,0,305.06,1,0.01,0.0,10220.0,0.0,0,0,169.316667,17.961417,1
FU Tau,0.0,0.05,16.0,800.0,M7.25,140.0,1,0.0,0.0,0.0,0.0,0,0,65.898908,25.049898,0
GQ Lup,0.0,0.7,20.0,100.0,K7e V,151.82,1,0.0,3.0,0.0,0.0,0,0,237.300427,-35.651421,0
GU Psc,0.0,0.33,11.3,2000.0,M3,48.0,1,0.0,1.265,0.0,23.0,0,0,18.146006,17.065475,0
HN Peg,0.0,1.1,21.9987,773.0,G0 IV-V,18.13,1,1.04,1.051,0.0,10.6,0,0,326.130554,14.771939,0
NN Ser,0.08,0.54,7.33,5.35,WD,500.0,2,0.0,0.0,5573.55,0.0,0,0,238.233879,12.912411,1
NN Ser,0.19,0.54,2.3,3.43,WD,500.0,2,0.0,0.0,2883.5,0.0,0,0,238.233879,12.912411,1
NY Vir,0.15,0.0,2.66,0.0,0,551.99,2,0.0,0.0,3160.0,0.0,0,0,204.700622,-2.030315,1
RR Cae,0.0,0.44,4.2,5.3,M,21.2,1,0.0,0.0,4343.5,0.0,0,0,65.273181,-48.651976,1
UZ For,0.04,0.7,6.3,5.9,0,239.6,2,0.0,0.0,5840.0,0.0,0,0,53.869338,-25.739395,1
UZ For,0.05,0.7,7.7,2.8,0,239.6,2,0.0,0.0,1916.25,0.0,0,0,53.869338,-25.739395,1
alf Ari,0.25,1.5,1.8,1.2,K1 IIIb,20.21,1,13.9,0.0,380.8,3.1,0,1,31.793364,23.462423,0
bet Cnc,0.08,1.7,7.8,1.7,K4 III,90.54,1,47.2,0.0,605.2,3.7,0,1,124.128838,9.185545,0
bet Pic,0.08,1.76,0.0,9.1,A5 V,19.75,2,0.0,0.0,7665.0,0.0,0,0,86.821198,-51.066513,0
bet UMi,0.19,1.4,6.1,1.4,K4 III,38.78,1,38.3,0.0,522.3,1.7,0,1,222.676361,74.155502,0
eps Eri,0.07,0.78,0.78,0.0,K2 V,3.22,1,0.0,0.0,2690.0,2.4,0,1,53.232685,-9.458262,0
eps CrB,0.11,1.7,6.7,1.3,K2 III,69.98,1,21.0,0.0,417.9,2.4,0,1,239.396881,26.87788,0
eps Tau,0.151,2.7,7.6,1.93,K0 III,49.23,1,13.7,0.0,594.9,2.5,0,1,67.154167,19.180431,0
Kepler-46,0.01,0.0,6.0,0.1968,0,794.54,3,0.79,0.808,33.60134,0.0,1,0,289.268744,42.604176,0
Kepler-46,0.0146,0.0,0.376,0.2799,0,794.54,3,0.79,0.0,57.011,0.0,1,0,289.268744,42.604176,0
